ind,aggregation_code,county_name,aggregation_name,cohort,gender,dropout_pct,PUPIL_COUNT_TOT,PER_FEDERAL_EXP,PER_STATE_LOCAL_EXP,PER_TEACH_INEXP,TEACH_PER_PUPIL,ATTENDANCE_RATE,PER_SUSPENSIONS,PER_FREE_LUNCH,cty_pop_under_18,cty_pop_over_65,cty_female,cty_foreign_born,cty_owner_occupied,cty_housing_unit_median_value,cty_pers_pers_household,cty_same_house,cty_non_english,cty_with_computer,cty_with_internet,cty_hs_graduates,cty_uni_degree,cty_time_to_work,cty_med_household_income,cty_poverty,cty_pop_density,COUNSELORS_PER_PUPIL,SOCIAL_PER_PUPIL
1973,280251070003,NASSAU,VALLEY STREAM SOUTH HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.02631578947368421,1249.0,190.0,16617.0,0.07,0.08006405124099279,0.96,0.02,0.26,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0040032025620496394,0.0008006405124099279
1974,280251070003,NASSAU,VALLEY STREAM SOUTH HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,1249.0,190.0,16617.0,0.07,0.08006405124099279,0.96,0.02,0.26,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0040032025620496394,0.0008006405124099279
1975,280251070003,NASSAU,VALLEY STREAM SOUTH HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.0,1249.0,190.0,16617.0,0.07,0.08006405124099279,0.96,0.02,0.26,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0040032025620496394,0.0008006405124099279
1976,280251070003,NASSAU,VALLEY STREAM SOUTH HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.00980392156862745,1249.0,190.0,16617.0,0.07,0.08006405124099279,0.96,0.02,0.26,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0040032025620496394,0.0008006405124099279
1977,280251070003,NASSAU,VALLEY STREAM SOUTH HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,1249.0,190.0,16617.0,0.07,0.08006405124099279,0.96,0.02,0.26,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0040032025620496394,0.0008006405124099279
1978,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.012269938650306749,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1979,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.03428571428571429,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1980,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1981,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.012738853503184714,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1982,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.011494252873563218,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1983,280251070004,NASSAU,VALLEY STREAM CENTRAL HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.00625,964.0,330.0,16250.0,0.11,0.08609958506224066,0.96,0.04,0.35000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004149377593360996,0.002074688796680498
1984,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.006802721088435374,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1985,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.02040816326530612,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1986,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.006493506493506494,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1987,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.0196078431372549,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1988,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.022556390977443608,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1989,280252070002,NASSAU,ELMONT MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.006896551724137931,1597.0,394.0,16637.0,0.1,0.07701941139636818,0.97,0.0,0.41000000000000003,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005009392611145898,0.0012523481527864746
1990,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.007751937984496124,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1991,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.02631578947368421,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1992,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1993,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.021739130434782608,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1994,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1995,280252070003,NASSAU,FLORAL PARK MEMORIAL HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,1406.0,232.0,16620.0,0.07,0.07254623044096728,0.97,0.0,0.15,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004267425320056899,0.0007112375533428165
1996,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.0,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
1997,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.007142857142857143,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
1998,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
1999,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.013513513513513514,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
2000,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
2001,280252070004,NASSAU,H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.02127659574468085,1621.0,194.0,15728.0,0.07,0.0703269586674892,0.96,0.0,0.16,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.00431832202344232,0.0006169031462060457
2002,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.006329113924050633,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2003,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.012658227848101266,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2004,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.03125,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2005,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.013513513513513514,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2006,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.011904761904761904,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2007,280252070005,NASSAU,NEW HYDE PARK MEMORIAL JUNIOR-SENIOR HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.029940119760479042,1850.0,220.0,15664.0,0.12,0.0681081081081081,0.97,0.01,0.18,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0037837837837837837,0.0005405405405405405
2008,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.0234375,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2009,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.06711409395973154,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2010,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2011,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.024539877300613498,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2012,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.012422360248447204,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2013,280252070006,NASSAU,SEWANHAKA HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.03333333333333333,1666.0,408.0,16500.0,0.08,0.07983193277310924,0.96,0.01,0.39,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.004801920768307323,0.0012004801920768306
2014,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.0,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2015,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.013333333333333334,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2016,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2017,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.006944444444444444,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2018,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2019,280253070005,NASSAU,SANFORD H CALHOUN HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,1199.0,251.0,22568.0,0.11,0.11092577147623019,0.9500000000000001,0.03,0.13,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.006672226855713094,0.0016680567139282735
2020,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.012269938650306749,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2021,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.013793103448275862,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2022,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.013157894736842105,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2023,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.0,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2024,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2025,280253070006,NASSAU,WELLINGTON C. MEPHAM HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.012738853503184714,1266.0,228.0,17807.0,0.06,0.08530805687203792,0.9500000000000001,0.03,0.14,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.005529225908372828,0.0007898894154818325
2026,280253070007,NASSAU,JOHN F. KENNEDY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.0,1078.0,233.0,18828.0,0.08,0.0862708719851577,0.96,0.02,0.1,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0055658627087198514,0.0009276437847866419
2027,280253070007,NASSAU,JOHN F. KENNEDY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.013157894736842105,1078.0,233.0,18828.0,0.08,0.0862708719851577,0.96,0.02,0.1,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0055658627087198514,0.0009276437847866419
2028,280253070007,NASSAU,JOHN F. KENNEDY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.008333333333333333,1078.0,233.0,18828.0,0.08,0.0862708719851577,0.96,0.02,0.1,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0055658627087198514,0.0009276437847866419
2029,280253070007,NASSAU,JOHN F. KENNEDY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.01652892561983471,1078.0,233.0,18828.0,0.08,0.0862708719851577,0.96,0.02,0.1,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0055658627087198514,0.0009276437847866419
2030,280253070007,NASSAU,JOHN F. KENNEDY HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.007874015748031496,1078.0,233.0,18828.0,0.08,0.0862708719851577,0.96,0.02,0.1,0.214,0.182,0.512,0.22399999999999998,0.8109999999999999,524400,2.97,0.9309999999999999,0.28800000000000003,0.9420000000000001,0.91,0.9159999999999999,0.467,36.6,120036,0.057,4902.2688957572345,0.0055658627087198514,0.0009276437847866419
